Business_ID,Business_Age_Years,Industry,Region,Annual_Revenue_AUD,Annual_Profit_AUD,Total_Assets_AUD,Total_Liabilities_AUD,Owner_Credit_Score,Loan_Amount_AUD,Loan_Term_Months,Previous_Loans,Previous_Defaults,Industry_Growth_Rate,Debt_to_Asset_Ratio,Profit_Margin,Loan_to_Revenue_Ratio,Net_Worth,Revenue_per_Year_in_Business,Interest_Coverage_Ratio,Risk_Score,Defaulted,Business_Age_Category,Credit_Score_Category,Loan_Size_Category,Leverage_Category
BIZ1921,5,Construction,QLD,841854,159673,704512,76962,727,382623,36,1,0,5.3,0.109,0.19,0.454,627550,140309.0,5.216,0.236,0,Established,Good,Large,Low
BIZ1922,14,Retail,VIC,45604,2213,34104,20789,627,16110,48,3,0,1.08,0.61,0.049,0.353,13315,3040.27,1.716,0.506,0,Mature,Good,Small,Medium
BIZ1923,10,Retail,WA,79317,14793,40834,77720,420,17619,36,0,0,2.22,1.903,0.187,0.222,-36886,7210.64,10.488,0.898,1,Mature,Poor,Small,High
BIZ1924,4,Construction,SA,30998,5289,26750,4197,517,5000,24,2,0,4.75,0.157,0.171,0.161,22553,6199.6,13.19,0.523,1,Established,Fair,Small,Low
BIZ1925,1,Agriculture,TAS,143940,9403,130925,315722,544,78121,36,1,0,0.38,2.411,0.065,0.543,-184797,71970.0,1.504,0.768,1,Startup,Fair,Medium,High
BIZ1926,2,Transport,NT,109729,8281,136917,17411,549,41422,48,0,0,-1.37,0.127,0.075,0.377,119506,36576.33,2.498,0.471,1,Startup,Fair,Small,Low
BIZ1927,5,Agriculture,SA,168669,35051,333685,533057,575,84960,36,1,1,3.89,1.597,0.208,0.504,-199372,28111.5,5.156,0.706,1,Established,Fair,Medium,High
BIZ1928,7,IT,QLD,30000,4034,19744,5993,609,10498,24,1,0,4.76,0.304,0.134,0.35,13751,3750.0,4.798,0.276,0,Established,Fair,Small,Low
BIZ1929,2,Transport,TAS,215137,35796,365243,526872,721,36785,24,2,0,0.77,1.443,0.166,0.171,-161629,71712.33,12.16,0.414,0,Startup,Good,Small,High
BIZ1930,1,Construction,WA,56094,9981,47779,22964,685,13218,60,3,0,0.62,0.481,0.178,0.236,24815,28047.0,9.43,0.257,0,Startup,Good,Small,Low
BIZ1931,11,Healthcare,NSW,88938,1122,29123,22531,843,23110,36,4,0,-0.8,0.774,0.013,0.26,6592,7411.5,0.607,0.201,0,Mature,Excellent,Small,Medium
BIZ1932,25,Construction,SA,189491,5487,452281,265134,714,110873,12,3,0,4.64,0.586,0.029,0.585,187147,7288.12,0.619,0.289,0,Mature,Good,Medium,Medium
BIZ1933,5,Agriculture,QLD,118525,3775,379420,253400,304,6293,48,1,1,8.26,0.668,0.032,0.053,126020,19754.17,7.484,0.697,1,Established,Poor,Small,Medium
BIZ1934,2,Professional Services,WA,124537,13936,147829,41685,346,73740,36,3,2,5.29,0.282,0.112,0.592,106144,41512.33,2.362,0.564,1,Startup,Poor,Medium,Low
BIZ1935,2,Construction,ACT,172719,19297,149237,75114,819,101775,24,2,0,2.23,0.503,0.112,0.589,74123,57573.0,2.37,0.122,0,Startup,Excellent,Medium,Medium
BIZ1936,1,Construction,ACT,133272,8070,92716,44395,417,79681,60,0,0,4.65,0.479,0.061,0.598,48321,66636.0,1.266,0.619,1,Startup,Poor,Medium,Low
BIZ1937,15,Professional Services,WA,77747,18000,48187,32414,456,24266,36,2,0,0.0,0.673,0.232,0.312,15773,4859.19,9.267,0.421,0,Mature,Poor,Small,Medium
BIZ1938,1,Construction,WA,87857,2295,148729,49322,449,50965,36,2,1,3.61,0.332,0.026,0.58,99407,43928.5,0.563,0.812,1,Startup,Poor,Medium,Low
BIZ1939,6,Hospitality,WA,114498,26148,92776,180248,699,30637,36,1,0,-0.76,1.943,0.228,0.268,-87472,16356.86,10.664,0.576,0,Established,Good,Small,High
BIZ1940,2,Healthcare,TAS,52739,968,117886,13990,623,5000,48,4,0,2.13,0.119,0.018,0.095,103896,17579.67,2.414,0.364,0,Startup,Good,Small,Low
BIZ1941,5,Manufacturing,WA,198234,19738,165730,79231,775,34371,24,1,0,5.73,0.478,0.1,0.173,86499,33039.0,7.176,0.071,0,Established,Excellent,Small,Low
BIZ1942,7,Healthcare,SA,120820,1349,77238,17416,780,68856,24,2,0,4.94,0.225,0.011,0.57,59822,15102.5,0.245,0.118,0,Established,Excellent,Medium,Low
BIZ1943,11,Construction,QLD,104020,1007,59370,48296,691,5988,24,1,1,4.21,0.813,0.01,0.058,11074,8668.33,2.098,0.561,0,Mature,Good,Small,Medium
BIZ1944,2,Hospitality,TAS,227464,40121,119195,17385,500,79679,48,3,0,3.75,0.146,0.176,0.35,101810,75821.33,6.293,0.559,0,Startup,Poor,Medium,Low
BIZ1945,1,Transport,WA,90755,7121,101154,87480,584,8311,36,2,0,0.29,0.865,0.078,0.092,13674,45377.5,10.694,0.437,0,Startup,Fair,Small,Medium
BIZ1946,1,Construction,VIC,86881,966,32715,80125,612,18029,36,1,0,2.93,2.449,0.011,0.208,-47410,43440.5,0.669,0.872,1,Startup,Fair,Small,High
BIZ1947,14,Agriculture,NT,70316,4387,35233,26255,311,6922,24,1,1,4.85,0.745,0.062,0.098,8978,4687.73,7.908,0.697,1,Mature,Poor,Small,Medium
BIZ1948,13,Hospitality,VIC,125510,4620,227482,203426,487,65609,36,3,0,1.77,0.894,0.037,0.523,24056,8965.0,0.88,0.645,1,Mature,Poor,Medium,Medium
BIZ1949,6,Professional Services,QLD,122505,37394,56566,25716,417,45950,48,1,0,1.89,0.455,0.305,0.375,30850,17500.71,10.17,0.405,1,Established,Poor,Small,Low
BIZ1950,6,Hospitality,ACT,61920,12323,85069,75084,611,33818,36,2,0,1.09,0.883,0.199,0.546,9985,8845.71,4.553,0.484,1,Established,Fair,Small,Medium
BIZ1951,7,Professional Services,NSW,87169,24065,20698,3433,577,37360,48,1,0,1.65,0.166,0.276,0.429,17265,10896.12,8.049,0.217,0,Established,Fair,Small,Low
BIZ1952,2,IT,NSW,62210,9435,121579,65923,845,36334,36,2,0,0.18,0.542,0.152,0.584,55656,20736.67,3.245,0.098,0,Startup,Excellent,Small,Medium
BIZ1953,15,Manufacturing,NT,60270,7742,23027,5182,620,19915,48,3,0,2.57,0.225,0.128,0.33,17845,3766.88,4.856,0.267,1,Mature,Fair,Small,Low
BIZ1954,4,Education,ACT,30000,1008,15000,10502,770,12038,12,1,0,1.54,0.7,0.034,0.401,4498,6000.0,1.046,0.205,0,Established,Excellent,Small,Medium
BIZ1955,3,Hospitality,TAS,83982,486,103421,45885,565,30818,36,4,0,-1.92,0.444,0.006,0.367,57536,20995.5,0.197,0.496,0,Established,Fair,Small,Low
BIZ1956,5,Retail,TAS,30000,3862,28888,48055,621,9490,60,2,0,10.3,1.663,0.129,0.316,-19167,5000.0,5.08,0.748,1,Established,Good,Small,High
BIZ1957,1,Agriculture,TAS,71398,10832,100009,25944,500,36789,60,3,2,-0.61,0.259,0.152,0.515,74065,35699.0,3.679,0.606,1,Startup,Poor,Small,Low
BIZ1958,2,Construction,NSW,64287,7660,24444,15385,587,26003,24,2,0,2.1,0.629,0.119,0.404,9059,21429.0,3.68,0.494,1,Startup,Fair,Small,Medium
BIZ1959,9,Agriculture,VIC,206143,44742,142093,35981,354,101158,36,6,0,2.68,0.253,0.217,0.491,106112,20614.3,5.528,0.425,0,Mature,Poor,Medium,Low
BIZ1960,1,Healthcare,NSW,48510,2348,27426,20974,826,23406,12,2,0,0.9,0.765,0.048,0.482,6452,24255.0,1.253,0.228,0,Startup,Excellent,Small,Medium
BIZ1961,6,Education,SA,57940,5480,24368,47153,800,8985,48,3,0,2.23,1.935,0.095,0.155,-22785,8277.14,7.613,0.326,1,Established,Excellent,Small,High
BIZ1962,2,Healthcare,WA,75578,1946,88473,72973,466,30804,36,2,1,0.04,0.825,0.026,0.408,15500,25192.67,0.789,0.62,1,Startup,Poor,Small,Medium
BIZ1963,3,IT,TAS,65768,7226,94818,53322,543,10510,36,2,0,4.68,0.562,0.11,0.16,41496,16442.0,8.584,0.356,0,Established,Fair,Small,Medium
BIZ1964,3,Education,VIC,257423,46870,172190,250856,710,95459,24,0,0,2.43,1.457,0.182,0.371,-78666,64355.75,6.137,0.402,0,Established,Good,Medium,High
BIZ1965,3,Education,QLD,44489,4824,90819,47743,567,18800,60,1,0,4.66,0.526,0.108,0.423,43076,11122.25,3.205,0.255,0,Established,Fair,Small,Medium
BIZ1966,8,Healthcare,NT,75691,6475,38676,22340,514,45299,36,2,0,6.91,0.578,0.086,0.598,16336,8410.11,1.786,0.363,0,Established,Fair,Small,Medium
BIZ1967,3,Professional Services,QLD,124547,6283,250576,191054,302,8319,24,0,0,1.66,0.762,0.05,0.067,59522,31136.75,9.427,0.509,0,Established,Poor,Small,Medium
BIZ1968,6,Healthcare,WA,182924,27999,209854,176690,713,18325,36,2,0,4.82,0.842,0.153,0.1,33164,26132.0,19.086,0.234,0,Established,Good,Small,Medium
BIZ1969,4,Agriculture,VIC,75646,3350,29723,6228,501,6987,24,1,0,7.11,0.21,0.044,0.092,23495,15129.2,5.983,0.442,0,Established,Fair,Small,Low
BIZ1970,7,Professional Services,NSW,30000,6523,80649,164323,615,8072,36,1,0,2.13,2.037,0.217,0.269,-83674,3750.0,10.086,0.551,0,Established,Fair,Small,High
BIZ1971,17,Agriculture,NSW,88869,25018,55727,39836,376,44601,60,2,1,4.57,0.715,0.282,0.502,15891,4937.17,7.01,0.64,1,Mature,Poor,Small,Medium
BIZ1972,8,IT,SA,254338,11457,429119,65807,671,130788,48,0,0,1.1,0.153,0.045,0.514,363312,28259.78,1.095,0.182,0,Established,Good,Medium,Low
BIZ1973,2,Construction,SA,120274,7363,107464,88600,764,54765,36,3,0,6.09,0.824,0.061,0.455,18864,40091.33,1.68,0.287,0,Startup,Excellent,Medium,Medium
BIZ1974,1,Transport,NSW,116482,2474,119390,55974,570,63282,48,2,0,1.0,0.469,0.021,0.543,63416,58241.0,0.489,0.412,1,Startup,Fair,Medium,Low
BIZ1975,2,Professional Services,QLD,46905,7668,65946,26408,765,10674,36,3,0,4.61,0.4,0.163,0.228,39538,15635.0,8.969,0.074,0,Startup,Excellent,Small,Low
BIZ1976,6,IT,NT,43653,719,59369,40699,762,5000,24,1,0,5.49,0.686,0.016,0.115,18670,6236.14,1.793,0.204,0,Established,Excellent,Small,Medium
BIZ1977,1,Retail,TAS,99970,8135,66658,102295,751,8195,60,1,0,-1.04,1.535,0.081,0.082,-35637,49985.0,12.39,0.464,0,Startup,Excellent,Small,High
BIZ1978,5,IT,QLD,36371,1159,40967,69474,813,18864,36,2,0,0.5,1.696,0.032,0.519,-28507,6061.83,0.767,0.376,0,Established,Excellent,Small,High
BIZ1979,6,Healthcare,NT,170578,22211,183672,305449,739,77056,36,0,0,0.38,1.663,0.13,0.452,-121777,24368.29,3.602,0.403,0,Established,Good,Medium,High
BIZ1980,3,Healthcare,SA,54575,7680,50790,85532,760,23698,60,2,0,5.74,1.684,0.141,0.434,-34742,13643.75,4.049,0.333,0,Established,Excellent,Small,High
BIZ1981,9,Transport,WA,97026,9252,70315,13896,468,22977,24,0,0,-1.03,0.198,0.095,0.237,56419,9702.6,5.031,0.388,0,Mature,Poor,Small,Low
BIZ1982,1,IT,NT,30000,151,27886,10920,745,7768,48,1,0,3.48,0.392,0.005,0.259,16966,15000.0,0.243,0.237,0,Startup,Good,Small,Low
BIZ1983,1,Manufacturing,NSW,74932,9748,199757,282365,844,43232,60,2,0,4.68,1.414,0.13,0.577,-82608,37466.0,2.818,0.345,0,Startup,Excellent,Small,High
BIZ1984,8,Construction,SA,43040,238,29521,14540,782,5000,36,0,0,3.01,0.493,0.006,0.116,14981,4782.22,0.594,0.243,0,Established,Excellent,Small,Low
BIZ1985,5,Healthcare,SA,30000,2235,50660,31035,783,14266,12,0,0,6.32,0.613,0.074,0.476,19625,5000.0,1.957,0.183,0,Established,Excellent,Small,Medium
BIZ1986,7,Transport,TAS,144248,15525,81430,68104,833,31777,36,1,0,-3.27,0.836,0.108,0.22,13326,18031.0,6.105,0.199,0,Established,Excellent,Small,Medium
BIZ1987,4,Construction,NSW,311393,6433,150244,71093,814,22258,24,2,0,4.32,0.473,0.021,0.071,79151,62278.6,3.611,0.198,0,Established,Excellent,Small,Low
BIZ1988,2,IT,TAS,217647,7587,1272468,1935791,662,99772,36,1,0,1.95,1.521,0.035,0.458,-663323,72549.0,0.95,0.444,0,Startup,Good,Medium,High
BIZ1989,11,IT,NSW,159083,18431,180087,116696,813,36907,48,3,0,-2.02,0.648,0.116,0.232,63391,13256.92,6.24,0.133,0,Mature,Excellent,Small,Medium
BIZ1990,10,Education,TAS,73873,1316,85017,52193,708,33034,36,3,0,-0.74,0.614,0.018,0.447,32824,6715.73,0.498,0.269,0,Mature,Good,Small,Medium
BIZ1991,8,Transport,NT,173533,9945,203060,364550,770,76217,36,1,0,7.2,1.795,0.057,0.439,-161490,19281.44,1.631,0.372,0,Established,Excellent,Medium,High
BIZ1992,2,Healthcare,QLD,232512,7658,442890,354476,848,80015,36,2,0,4.4,0.8,0.033,0.344,88414,77504.0,1.196,0.204,0,Startup,Excellent,Medium,Medium
BIZ1993,6,Manufacturing,WA,108637,18594,113601,45181,833,51880,36,1,0,4.91,0.398,0.171,0.478,68420,15519.57,4.479,0.073,0,Established,Excellent,Medium,Low
BIZ1994,3,IT,WA,43085,10868,57564,45238,682,15922,48,2,0,5.38,0.786,0.252,0.37,12326,10771.25,8.526,0.245,0,Established,Good,Small,Medium
BIZ1995,1,Manufacturing,NSW,69593,5128,30190,61128,563,14451,36,2,0,-1.57,2.025,0.074,0.208,-30938,34796.5,4.432,0.575,0,Startup,Fair,Small,High
BIZ1996,15,IT,VIC,325099,34276,480335,413254,340,147518,48,0,0,3.24,0.86,0.105,0.454,67081,20318.69,2.904,0.467,0,Mature,Poor,Medium,Medium
BIZ1997,1,Healthcare,ACT,93683,5455,66543,41601,755,35039,36,2,0,5.8,0.625,0.058,0.374,24942,46841.5,1.945,0.211,0,Startup,Excellent,Small,Medium
BIZ1998,19,Construction,SA,30000,4953,36753,26817,718,5000,36,1,0,1.29,0.73,0.165,0.167,9936,1500.0,12.352,0.3,0,Mature,Good,Small,Medium
BIZ1999,4,Hospitality,SA,35304,3701,15000,5130,563,19272,24,1,1,6.59,0.342,0.105,0.546,9870,7060.8,2.399,0.526,1,Established,Fair,Small,Low
